player_id,match_id,minutes_played,goals,assists,shots,shots_on_target,passes_attempted,passes_completed,key_passes,tackles,interceptions,duels_won,duels_lost,fouls_committed,yellow_cards,red_cards,xg,xa
P00189,M2024003,28,0,0,1,0,25,18,2,2,4,3,4,3,0,0,0.01,0.05
P00106,M2024003,90,0,1,3,2,47,38,0,0,2,5,8,1,0,0,0.05,0
P00098,M2024003,85,0,0,0,0,41,31,0,0,1,14,6,2,0,0,0,0
P00093,M2024003,70,0,0,0,0,52,40,1,5,4,5,4,2,0,0,0,0.03
P00109,M2024003,80,1,0,3,2,38,29,1,1,1,7,7,0,0,0,0.76,0.13
P00100,M2024003,90,0,0,2,0,51,46,1,6,4,11,6,1,0,0,0.33,0.15
P00089,M2024003,90,0,0,0,0,38,33,0,1,0,10,9,0,0,0,0,0
P00108,M2024003,75,1,0,3,1,20,14,3,2,0,14,6,0,0,0,0.06,0.17
P00090,M2024003,70,0,0,0,0,27,25,0,0,0,5,10,4,0,0,0,0
P00105,M2024003,85,0,0,1,1,51,42,0,1,4,8,9,2,0,0,0.18,0
P00102,M2024003,90,0,0,0,0,63,46,0,4,0,6,6,2,0,0,0,0
P00107,M2024003,90,0,0,3,0,24,20,0,2,2,4,2,1,1,0,0.16,0
P00099,M2024003,23,1,0,1,1,22,20,2,1,1,10,8,4,0,0,0.2,0.08
P00103,M2024003,19,0,0,1,0,15,10,0,4,4,12,6,4,1,0,0.18,0
P00104,M2024003,21,0,0,2,0,13,12,1,0,3,8,10,0,0,0,0.56,0.07
P00092,M2024003,30,0,0,0,0,25,18,0,3,1,3,4,4,0,0,0,0
P00094,M2024003,23,0,0,0,0,18,12,1,5,2,8,10,1,0,0,0,0.04
P00064,M2024004,80,0,0,4,0,30,26,3,0,0,11,6,4,0,0,0.06,0.18
P00053,M2024004,75,0,0,0,0,65,52,0,1,2,4,3,3,0,0,0,0
P00057,M2024004,65,0,0,0,0,44,37,1,1,4,5,9,4,0,0,0,0.09
P00051,M2024004,80,0,0,1,0,50,44,0,3,3,6,5,0,0,0,0.22,0
P00058,M2024004,90,0,0,2,0,62,50,1,0,2,5,5,0,0,0,0.2,0.02
P00060,M2024004,85,0,1,2,1,81,66,0,2,3,13,6,0,0,0,0.23,0
P00050,M2024004,80,0,0,0,0,58,54,1,0,2,5,7,3,0,0,0,0.01
P00061,M2024004,90,0,0,2,1,62,51,0,5,1,5,8,1,0,0,0.21,0
P00065,M2024004,90,0,0,5,3,37,34,2,1,2,8,7,4,0,0,1.48,0.27
P00062,M2024004,85,0,0,0,0,33,30,0,1,1,5,5,0,0,0,0,0
P00052,M2024004,90,0,0,0,0,60,47,2,1,4,5,8,3,0,0,0,0.06
P00049,M2024004,29,0,0,0,0,20,15,0,1,4,8,4,2,0,0,0,0
P00063,M2024004,30,0,0,5,1,11,9,4,2,2,9,6,2,0,0,0.07,0.06
P00054,M2024004,13,0,0,0,0,11,7,2,2,2,9,7,2,0,0,0,0.11
P00055,M2024004,23,0,2,1,0,17,13,1,3,3,3,4,2,0,0,0.26,0.1
P00174,M2024004,70,1,0,3,2,26,20,0,0,0,7,5,0,0,0,0.09,0
P00173,M2024004,90,0,0,3,0,39,28,1,1,1,5,7,2,0,0,0.47,0.03
P00167,M2024004,70,1,0,2,1,52,43,0,5,4,5,5,3,0,0,0.34,0
P00157,M2024004,90,0,0,0,0,74,56,0,2,2,8,10,2,1,0,0,0
P00175,M2024004,90,1,1,2,2,35,27,2,1,2,8,4,4,0,0,0.34,0.12
P00160,M2024004,90,0,0,0,0,56,40,1,4,4,6,7,4,0,0,0,0.13
P00165,M2024004,85,1,0,1,1,66,46,0,4,0,7,3,2,0,0,0.22,0
P00158,M2024004,90,0,0,0,0,59,52,1,2,3,2,4,1,1,0,0,0.01
P00171,M2024004,75,0,0,2,0,82,72,0,3,1,2,4,0,0,0,0.28,0
P00168,M2024004,90,0,0,1,0,85,70,0,5,2,5,6,0,0,0,0.03,0
P00170,M2024004,90,0,0,0,0,100,76,3,4,3,4,5,0,0,0,0,0.31
P00162,M2024004,29,0,0,0,0,13,10,0,4,0,4,5,2,0,0,0,0
P00172,M2024004,19,0,0,3,0,6,5,0,0,1,10,9,4,0,0,0.17,0
P00164,M2024004,13,0,0,1,0,6,4,1,6,2,8,8,4,0,0,0.01,0.13
P00176,M2024004,28,0,1,0,0,14,11,1,1,2,5,4,2,0,0,0,0.01
P00181,M2024005,90,0,0,0,0,44,30,3,5,3,3,4,0,0,0,0,0.4
P00182,M2024005,90,0,0,0,0,73,51,0,2,0,8,3,0,0,0,0,0
P00178,M2024005,80,0,0,0,0,22,18,0,2,1,5,3,4,0,0,0,0
P00183,M2024005,90,0,0,0,0,65,53,1,4,4,13,6,2,0,0,0,0.13
P00180,M2024005,75,0,0,0,0,45,37,0,6,4,6,7,3,0,0,0,0
P00192,M2024005,85,0,2,1,1,59,53,0,6,2,3,6,3,0,0,0.11,0
P00195,M2024005,75,0,0,0,0,40,30,0,1,1,5,5,4,0,0,0,0
P00196,M2024005,75,0,1,2,0,25,19,2,1,0,7,5,4,0,0,0.38,0.02
P00177,M2024005,85,0,0,0,0,25,18,0,2,2,12,5,4,0,0,0,0
P00186,M2024005,90,0,0,0,0,70,59,0,3,2,3,4,3,0,0,0,0
P00187,M2024005,90,0,0,1,0,97,80,0,2,3,9,6,4,1,0,0.13,0
P00198,M2024005,24,0,0,3,2,12,11,1,0,1,4,2,1,0,0,0.68,0.13
P00193,M2024005,35,0,1,1,0,26,18,1,0,2,10,9,2,0,0,0.06,0.08
P00194,M2024005,28,0,0,5,5,11,10,1,1,0,2,4,4,0,0,1.42,0.01
P00189,M2024005,34,0,0,1,0,34,27,4,4,0,8,7,4,0,0,1.87,0.27
P00083,M2024005,90,0,0,0,0,51,47,3,1,1,10,5,1,1,0,0,0.43
P00076,M2024005,90,0,0,0,0,49,39,0,4,2,10,9,1,0,0,0,0
P00077,M2024005,90,0,0,1,0,99,72,3,1,2,4,3,0,0,0,0.04,0.01
P00082,M2024005,65,0,0,1,1,41,30,2,4,4,7,6,4,0,0,0.21,0.11
P00079,M2024005,85,0,0,1,1,75,55,0,0,3,3,2,3,0,0,0.06,0
P00072,M2024005,65,0,0,0,0,57,46,0,3,1,9,9,0,0,0,0,0
P00067,M2024005,70,0,0,0,0,28,23,0,2,0,4,4,0,0,0,0,0
P00088,M2024005,90,2,0,2,2,34,27,0,1,1,5,5,4,0,0,0.54,0
P00086,M2024005,90,0,0,2,0,50,46,1,1,1,7,8,1,0,0,0.54,0.13
P00081,M2024005,85,0,0,2,0,53,38,2,5,2,3,4,3,0,0,0.37,0.05
P00084,M2024005,90,1,0,2,2,24,17,2,1,1,8,6,3,0,0,3.25,0.29
P00073,M2024005,20,0,0,0,0,8,6,1,1,4,10,10,3,1,0,0,0.04
P00071,M2024005,22,0,0,0,0,12,8,0,5,2,2,4,0,0,0,0,0
P00080,M2024005,6,0,2,0,0,4,3,1,5,4,7,3,4,0,0,0,0.12
P00087,M2024005,31,0,0,0,0,12,8,1,0,2,6,7,3,0,0,0,0.09
P00075,M2024005,25,0,0,0,0,12,9,1,6,2,10,8,2,0,0,0,0.09
P00038,M2024006,90,0,0,1,0,62,54,0,0,2,7,7,2,0,0,0.1,0
P00039,M2024006,65,0,0,2,0,51,47,1,3,0,4,5,3,0,0,0.2,0.12
P00044,M2024006,75,0,0,1,1,31,27,2,1,0,4,5,0,0,0,0.16,0.05
P00042,M2024006,90,1,0,3,2,21,16,0,0,1,12,7,2,0,0,0.1,0
P00028,M2024006,70,0,0,0,0,31,27,3,1,1,10,5,4,0,0,0,0.35
P00030,M2024006,85,0,0,1,0,39,31,2,4,0,2,3,0,0,0,0.03,0.14
P00032,M2024006,80,0,0,0,0,67,59,1,1,2,4,7,2,0,0,0,0.1
P00026,M2024006,90,0,0,1,0,53,44,1,2,1,8,6,1,1,0,0.1,0.07
P00023,M2024006,80,0,0,0,0,18,12,0,1,0,11,8,2,0,0,0,0
P00024,M2024006,90,0,0,1,1,22,19,0,2,1,4,4,3,0,0,0.04,0
P00036,M2024006,90,0,1,0,0,71,63,2,3,3,1,4,0,0,0,0,0.05
P00043,M2024006,9,1,0,2,1,3,2,0,1,2,9,10,3,0,0,0.1,0
P00027,M2024006,11,0,0,0,0,9,7,4,4,2,5,7,0,0,0,0,0.5
P00031,M2024006,15,0,0,0,0,11,8,3,0,4,4,4,4,0,0,0,0.22
P00035,M2024006,31,0,0,0,0,33,28,0,1,1,10,9,3,0,0,0,0
P00208,M2024006,90,0,0,0,0,62,45,0,0,1,11,7,3,0,0,0,0
P00217,M2024006,90,0,0,1,0,32,29,0,1,0,10,4,1,0,0,0.0,0
P00220,M2024006,90,0,0,5,0,45,36,1,2,2,10,8,3,0,0,0.68,0.05
P00212,M2024006,85,0,0,2,0,63,50,1,2,0,3,3,2,0,0,0.41,0.02
P00210,M2024006,65,0,0,2,1,64,46,1,5,0,8,6,2,0,0,0.27,0.14
P00201,M2024006,90,0,0,1,1,42,36,1,2,4,4,9,3,0,0,2.23,0.04
P00199,M2024006,90,0,0,0,0,28,21,0,2,1,9,4,0,0,0,0,0
P00218,M2024006,80,0,0,2,0,37,28,0,2,0,11,4,1,0,0,0.5,0
P00207,M2024006,90,0,0,0,0,80,59,1,6,2,3,3,0,1,0,0,0.07
P00205,M2024006,70,0,0,0,0,49,40,0,6,3,2,3,3,0,0,0,0
P00215,M2024006,90,1,0,1,1,91,83,0,2,0,7,6,3,0,0,0.07,0
P00200,M2024006,21,0,0,0,0,5,3,0,0,2,3,2,0,0,0,0,0
P00209,M2024006,28,0,0,0,0,15,12,0,4,1,5,3,0,1,0,0,0
P00214,M2024006,25,0,1,1,0,26,19,0,5,0,13,6,2,0,0,0.2,0
P00219,M2024006,29,0,0,0,0,10,7,4,1,1,5,5,3,0,0,0,0.24
P00062,M2024007,80,0,0,0,0,28,21,2,1,2,2,3,3,0,0,0,0.22
P00058,M2024007,90,0,0,1,1,72,56,0,0,0,9,7,2,1,0,0.23,0
P00051,M2024007,90,0,0,0,0,52,40,0,0,2,7,13,3,0,0,0,0
P00048,M2024007,85,0,0,0,0,41,36,1,3,4,13,6,0,1,0,0,0.12
P00059,M2024007,75,1,1,1,1,70,51,1,0,0,4,5,0,0,0,0.01,0.11
P00053,M2024007,90,0,0,0,0,46,37,0,4,0,3,5,4,0,0,0,0
P00063,M2024007,75,0,0,5,5,34,28,0,0,0,4,6,0,0,0,0.25,0
P00045,M2024007,90,0,0,0,0,24,17,0,2,2,11,6,0,0,0,-0.47,0
P00046,M2024007,85,0,0,0,0,33,28,0,0,0,7,6,3,0,0,0,0
P00065,M2024007,80,0,0,3,0,40,31,1,2,0,4,7,4,0,0,0.78,0.15
P00054,M2024007,85,0,0,0,0,40,29,2,5,3,8,12,0,1,0,0,0.06
P00055,M2024007,33,0,0,2,0,19,17,0,6,0,11,9,0,0,0,0.36,0
P00060,M2024007,26,0,0,2,0,20,15,0,3,1,12,5,0,0,0,0.53,0
P00047,M2024007,19,0,0,0,0,13,9,2,5,2,5,8,1,1,0,0,0.08
P00064,M2024007,18,0,0,1,1,5,4,1,2,0,4,8,4,0,0,0.18,0.13
P00049,M2024007,28,0,0,1,0,18,14,0,4,1,2,3,0,1,0,0.23,0
P00126,M2024007,85,0,0,0,0,65,48,1,4,4,3,2,3,0,0,0,0.06
P00114,M2024007,90,0,0,0,0,80,57,2,2,4,2,4,2,0,0,0,0.17
P00125,M2024007,85,0,0,1,0,87,68,0,3,2,11,8,2,0,0,0.21,0
P00132,M2024007,90,0,0,2,2,50,44,2,2,0,5,7,2,0,0,0.03,0.11
P00118,M2024007,75,0,0,0,0,61,53,1,2,3,10,6,0,0,0,0,0.01
P00113,M2024007,65,0,0,0,0,36,27,1,3,1,6,5,0,0,0,0,0.08
P00111,M2024007,90,0,0,0,0,29,21,0,0,0,7,8,2,0,0,0,0
P00122,M2024007,85,0,0,1,1,94,73,2,1,3,11,5,0,0,0,0.29,0.19
P00130,M2024007,90,0,0,1,0,23,16,0,0,1,6,7,1,0,0,0.1,0
P00117,M2024007,85,0,0,0,0,55,40,0,3,1,13,6,1,1,0,0,0
P00131,M2024007,80,1,0,2,1,33,28,2,2,1,9,6,3,0,0,0.33,0.09
P00121,M2024007,19,0,0,1,1,18,14,2,6,2,3,8,4,0,0,0.29,0.29
P00120,M2024007,24,0,0,0,0,11,10,0,1,3,8,8,0,0,0,0,0
P00119,M2024007,7,0,0,0,0,5,4,1,3,2,6,4,3,0,0,0,0.13
P00186,M2024008,90,0,0,0,0,58,48,0,6,2,7,7,3,0,0,0,0
P00192,M2024008,85,0,0,1,0,64,51,1,5,1,1,4,2,0,0,0.18,0.05
P00193,M2024008,90,0,0,1,0,96,81,2,1,4,2,4,3,0,0,0.05,0.08
P00187,M2024008,90,0,0,0,0,54,44,2,1,0,5,5,2,0,0,0,0.09
P00179,M2024008,90,0,0,0,0,49,34,1,2,3,8,10,1,0,0,0,0.03
P00189,M2024008,85,1,0,2,2,88,78,0,3,0,5,3,0,0,0,0.22,0
P00194,M2024008,85,0,0,3,2,40,36,0,2,0,5,7,1,0,0,0.62,0
P00177,M2024008,75,0,0,0,0,17,12,0,0,2,3,3,2,1,0,-0.14,0
P00183,M2024008,85,0,0,0,0,49,36,0,0,1,9,4,2,0,0,0,0
P00195,M2024008,85,0,1,0,0,41,28,0,0,1,7,3,4,1,0,0,0
P00181,M2024008,70,0,0,0,0,59,44,1,0,1,11,5,3,0,0,0,0.02
P00182,M2024008,8,0,0,0,0,6,5,2,4,0,3,4,0,0,0,0,0.22
P00196,M2024008,12,1,0,2,1,6,4,2,1,2,6,10,3,0,0,0.31,0.2
P00191,M2024008,27,0,0,1,0,18,12,4,2,1,6,11,3,0,0,0.21,0.35
P00198,M2024008,25,0,0,4,2,8,7,1,0,1,3,5,3,0,0,0.16,0.01
P00176,M2024008,80,0,1,2,1,32,26,3,0,1,4,4,2,0,0,0.02,0.08
P00155,M2024008,70,0,0,0,0,25,18,0,2,1,13,7,4,0,0,0,0
P00160,M2024008,90,0,0,1,0,65,49,1,3,4,10,6,2,0,0,0.01,0.13
P00167,M2024008,90,0,0,2,1,72,57,0,1,1,7,5,4,1,0,0.52,0
P00165,M2024008,85,0,0,0,0,72,60,3,2,0,11,9,2,0,0,0,0.26
P00159,M2024008,80,0,0,0,0,64,57,1,1,4,6,8,3,0,0,0,0.15
P00164,M2024008,90,0,0,0,0,59,55,1,1,4,4,3,4,1,0,0,0.01
P00170,M2024008,90,1,0,2,2,69,55,1,1,3,7,10,4,0,0,0.11,0.0
P00169,M2024008,85,0,1,0,0,91,85,0,5,4,13,5,0,0,0,0,0
P00156,M2024008,80,0,0,0,0,29,23,0,0,2,7,4,2,0,0,0,0
P00173,M2024008,90,0,0,1,0,45,40,1,2,1,10,8,0,0,0,0.01,0.12
P00172,M2024008,25,1,0,4,3,13,9,1,0,1,9,7,0,0,0,1.01,0.04
P00171,M2024008,8,0,0,1,1,7,5,2,2,4,11,6,1,0,0,0.03,0.06
P00174,M2024008,32,0,0,2,1,8,6,1,2,0,9,4,1,0,0,0.49,0.0
P00162,M2024008,31,0,0,0,0,14,12,2,1,2,8,9,2,0,0,0,0.16
P00161,M2024008,5,1,0,1,1,3,2,3,6,1,6,8,1,0,0,0.26,0.35
P00179,M2024009,80,0,0,0,0,45,38,2,1,0,7,10,2,0,0,0,0.05
P00192,M2024009,75,0,0,2,2,58,47,2,1,2,6,4,2,0,0,0.25,0.05
P00197,M2024009,70,0,1,1,0,31,26,0,0,1,5,6,1,1,0,0.18,0
P00190,M2024009,90,0,0,1,0,77,68,3,6,3,3,5,1,0,0,0.23,0.13
P00187,M2024009,70,1,0,1,1,47,37,0,2,2,7,5,1,0,0,-0.15,0
P00195,M2024009,80,1,0,3,3,24,17,1,0,1,6,6,2,0,0,0.87,0.09
P00180,M2024009,90,0,0,0,0,59,55,1,1,4,3,3,2,0,0,0,0.05
P00193,M2024009,80,0,0,1,1,51,42,4,2,2,8,10,2,0,0,0.08,0.19
P00198,M2024009,65,0,1,3,1,28,25,0,0,0,5,7,3,0,0,0.39,0
P00188,M2024009,90,0,0,1,1,96,88,0,0,1,5,9,1,0,0,0.17,0
P00181,M2024009,65,0,0,0,0,54,40,3,1,3,5,3,0,0,0,0,0.05
P00178,M2024009,8,0,0,0,0,2,1,0,1,2,10,10,2,0,1,0,0
P00185,M2024009,35,0,0,0,0,29,21,2,6,2,10,5,0,0,0,0,0.03
P00186,M2024009,29,0,0,1,0,13,11,0,6,3,8,6,1,0,0,0.13,0
P00194,M2024009,26,0,1,3,2,10,7,1,1,1,7,6,3,1,0,0.33,0.03
P00183,M2024009,21,0,0,0,0,16,13,1,5,1,11,9,4,1,0,0,0.01
P00159,M2024009,90,0,0,0,0,76,68,0,4,0,1,4,3,0,0,0,0
P00164,M2024009,70,0,0,0,0,59,51,2,3,4,6,7,1,0,0,0,0.29
P00162,M2024009,90,0,0,0,0,65,47,0,3,3,11,6,4,0,0,0,0
P00171,M2024009,80,1,0,3,3,51,35,0,0,1,2,3,1,0,0,0.56,0
P00168,M2024009,90,0,0,1,1,59,52,1,3,3,3,2,4,0,0,0.25,0.06
P00175,M2024009,75,1,0,2,1,32,28,4,0,1,9,8,4,0,0,0.54,0.52
P00156,M2024009,90,0,0,0,0,37,26,0,2,1,7,13,4,0,0,0,0
P00163,M2024009,90,0,0,0,0,62,50,1,4,2,7,12,2,0,0,0,0.06
P00170,M2024009,90,0,0,1,0,68,59,0,3,1,4,6,4,0,0,0.28,0
P00155,M2024009,85,1,0,1,1,29,25,0,0,2,4,2,2,0,0,0.04,0
P00169,M2024009,90,0,0,1,0,85,65,0,5,4,5,3,3,0,0,0.23,0
P00173,M2024009,24,0,1,3,0,5,4,0,0,0,6,10,2,0,0,0.45,0
P00167,M2024009,16,0,0,1,0,11,8,1,6,0,8,4,3,0,0,0.03,0.06
P00174,M2024009,26,1,0,1,1,9,7,1,1,2,11,5,3,0,1,0.24,0.14
P00204,M2024010,80,0,0,1,0,50,46,1,1,3,11,8,4,0,0,0.13,0.05
P00212,M2024010,75,0,0,2,0,59,47,2,1,4,6,8,4,0,0,0.45,0.05
P00200,M2024010,85,0,0,0,0,27,23,0,2,0,4,2,2,0,0,0,0
P00211,M2024010,90,0,0,0,0,79,61,0,5,4,5,7,2,0,0,0,0
P00218,M2024010,90,0,0,3,0,38,28,2,1,0,5,4,3,1,0,0.8,0.14
P00203,M2024010,85,0,0,0,0,68,60,2,4,3,13,5,3,0,0,0,0.05
P00216,M2024010,90,1,0,5,4,26,21,0,0,2,11,5,0,0,0,0.18,0
P00209,M2024010,90,0,0,1,1,100,73,2,3,0,9,5,1,0,0,0.0,0.16
P00210,M2024010,90,1,0,1,1,80,72,2,1,1,12,7,3,0,0,0.03,0.19
P00217,M2024010,70,0,1,2,0,37,29,0,0,0,2,3,2,0,0,0.34,0
P00213,M2024010,85,0,0,0,0,58,51,1,0,0,7,3,2,0,0,0,0.11
P00206,M2024010,30,0,0,0,0,20,16,0,6,0,7,8,3,1,0,0,0
P00208,M2024010,8,0,0,0,0,5,3,0,0,1,10,4,1,1,0,0,0
P00219,M2024010,14,0,1,2,1,4,3,2,0,0,4,7,4,0,0,0.45,0.12
P00220,M2024010,19,0,0,2,0,6,5,3,0,1,3,5,4,0,0,0.34,0.2
P00207,M2024010,30,0,0,1,1,16,14,1,3,4,6,13,3,0,0,0.2,0.03
P00031,M2024010,90,0,0,0,0,75,71,2,1,4,10,5,2,0,0,0,0.21
P00042,M2024010,90,0,0,1,1,40,37,1,0,0,5,5,3,0,0,0.24,0.1
P00044,M2024010,75,0,0,3,0,38,30,1,1,0,1,4,2,0,0,0.2,0.0
P00035,M2024010,90,0,0,0,0,69,62,0,3,2,2,4,4,0,0,0,0
P00034,M2024010,70,0,0,1,1,75,63,1,4,1,4,3,0,0,0,0.26,0.13
P00029,M2024010,75,0,0,0,0,61,52,1,3,0,10,8,0,0,0,0,0.13
P00032,M2024010,85,0,0,0,0,68,60,2,1,0,9,4,4,0,1,0,0.06
P00023,M2024010,90,0,0,0,0,33,31,0,0,0,4,6,0,0,0,0,0
P00025,M2024010,85,0,0,0,0,57,51,0,3,1,10,5,2,0,0,0,0
P00040,M2024010,90,0,0,0,0,23,16,0,0,1,10,5,0,0,0,0,0
P00043,M2024010,85,0,0,2,0,34,24,2,1,0,7,11,4,0,0,0.27,0.14
P00026,M2024010,8,0,0,0,0,3,2,0,1,0,2,6,0,0,0,0,0
P00030,M2024010,21,0,0,0,0,15,12,1,1,1,6,3,0,0,0,0,0.08
P00041,M2024010,23,0,0,4,1,7,5,4,2,2,3,6,4,0,0,0.07,0.21
P00036,M2024010,11,0,0,2,1,11,10,1,2,4,8,7,3,0,0,0.53,0.14
P00033,M2024010,25,0,0,0,0,24,18,1,6,2,7,10,1,0,1,0,0.0
P00159,M2024011,75,0,0,0,0,43,30,2,0,0,4,5,0,0,0,0,0.14
